customer_index,segment,churn_probability,persona,secondary_persona,priority,driver_1,driver_2,driver_3,recommended_actions
19803,Medium,0.9856,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Re-engagement Email
4705,Low,0.7324,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
4682,IMP,0.9905,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Email_Open_Rate,Priority Support | Service Recovery Campaign
29605,Medium,0.9652,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Purchase_Frequency,Returns_Rate,Customer Feedback Survey
19568,High,0.9907,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
39773,Medium,0.9821,Price Sensitive Shopper,Dormant Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Promotional Campaign
43216,High,0.9155,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Cart_Abandonment_Rate,Service Recovery Campaign
6466,Medium,0.974,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Promotional Campaign
3013,High,0.9732,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
25215,Low,0.9068,Disengaged Customer,Frustrated Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Customer_Service_Calls,Newsletter
22834,Low,0.6028,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Login_Frequency,Newsletter
13669,Medium,0.5418,Disengaged Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Email_Open_Rate,Re-engagement Email
41264,Low,0.7994,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Customer_Service_Calls,Email_Open_Rate,Feedback Request
12048,Medium,0.8047,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Login_Frequency,Promotional Campaign
7117,Medium,0.8075,Disengaged Customer,Price Sensitive Shopper,Low,Email_Open_Rate,Cart_Abandonment_Rate,Customer_Service_Calls,Re-engagement Email
40334,High,0.99,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
41593,Medium,0.9738,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Pages_Per_Session,Promotional Campaign
26761,Medium,0.883,Price Sensitive Shopper,Dormant Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Promotional Campaign
33754,Low,0.9552,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Pages_Per_Session,Newsletter
222,IMP,0.9795,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Cart_Abandonment_Rate,Pages_Per_Session,Priority Support | Service Recovery Campaign
40564,Medium,0.7504,Dormant Customer,Frustrated Customer,Low,Days_Since_Last_Purchase,Purchase_Frequency,Customer_Service_Calls,Automated Re-engagement Email
45278,Low,0.9864,Disengaged Customer,Frustrated Customer,Minimal,Email_Open_Rate,Returns_Rate,Cart_Abandonment_Rate,Newsletter
32394,High,0.9882,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
24498,High,0.7566,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
36665,Low,0.9175,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Session_Duration_Avg,Newsletter
7081,Medium,0.4614,Dormant Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Wishlist_Items,Automated Re-engagement Email
17564,Low,0.5737,Disengaged Customer,Price Sensitive Shopper,Minimal,Email_Open_Rate,Cart_Abandonment_Rate,Wishlist_Items,Newsletter
32342,Medium,0.9427,Dormant Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
28413,IMP,0.9798,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Days_Since_Last_Purchase,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
4674,Low,0.9609,Dormant Customer,Disengaged Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Session_Duration_Avg,Newsletter Reminder
24630,Low,0.9644,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Age,Customer_Service_Calls,Sale Notification
15532,IMP,0.988,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
4183,High,0.9902,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
1864,Low,0.9254,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
35753,High,0.982,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Email_Open_Rate,Cart_Abandonment_Rate,Service Recovery Campaign
37987,Low,0.9768,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Pages_Per_Session,Sale Notification
5241,Medium,0.4669,Frustrated Customer,Price Sensitive Shopper,Low,Email_Open_Rate,Customer_Service_Calls,Cart_Abandonment_Rate,Customer Feedback Survey
41320,Low,0.9834,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
28589,Medium,0.6337,Frustrated Customer,Disengaged Customer,Low,Customer_Service_Calls,Email_Open_Rate,Returns_Rate,Customer Feedback Survey
35357,Medium,0.4408,Frustrated Customer,Disengaged Customer,Low,Returns_Rate,Purchase_Frequency,Customer_Service_Calls,Customer Feedback Survey
28228,Medium,0.9564,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Returns_Rate,Promotional Campaign
11745,High,0.991,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
22391,Medium,0.9896,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
34154,Low,0.9472,Frustrated Customer,Price Sensitive Shopper,Minimal,Returns_Rate,Cart_Abandonment_Rate,Customer_Service_Calls,Feedback Request
9350,Medium,0.4826,Price Sensitive Shopper,Dormant Customer,Low,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Purchase_Frequency,Promotional Campaign
45176,Low,0.9758,Frustrated Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Feedback Request
35513,Low,0.9053,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
37980,Low,0.9255,Disengaged Customer,Frustrated Customer,Minimal,Email_Open_Rate,Returns_Rate,Wishlist_Items,Newsletter
28561,Low,0.9688,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Days_Since_Last_Purchase,Newsletter
14039,IMP,0.9845,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Returns_Rate,Days_Since_Last_Purchase,Priority Support | Service Recovery Campaign
46538,IMP,0.9852,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Age,Total_Purchases,Priority Support | Service Recovery Campaign
30249,High,0.9906,Price Sensitive Shopper,Disengaged Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
44143,Low,0.6861,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Login_Frequency,Newsletter
36339,High,0.9856,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Email_Open_Rate,Service Recovery Campaign
5461,Low,0.875,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Sale Notification
47196,High,0.9999,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Customer_Service_Calls,Targeted Coupon
41906,Medium,0.9851,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
46307,Medium,0.9979,Price Sensitive Shopper,Frustrated Customer,Low,Age,Cart_Abandonment_Rate,Discount_Usage_Rate,Promotional Campaign
5348,High,0.9994,Frustrated Customer,Price Sensitive Shopper,Medium,Age,Discount_Usage_Rate,Customer_Service_Calls,Service Recovery Campaign
23801,Low,0.9874,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Customer_Service_Calls,Sale Notification
10821,Low,0.9847,Frustrated Customer,Disengaged Customer,Minimal,Returns_Rate,Email_Open_Rate,Cart_Abandonment_Rate,Feedback Request
9097,High,0.9998,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Customer_Service_Calls,Targeted Coupon
26921,Low,0.9541,Price Sensitive Shopper,Disengaged Customer,Minimal,Age,Discount_Usage_Rate,Flag_Missing,Sale Notification
42504,IMP,0.9921,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Login_Frequency,Total_Purchases,Priority Support | Service Recovery Campaign
45573,High,0.9918,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,LTV_Per_Purchase,Service Recovery Campaign
23069,High,0.982,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Email_Open_Rate,Total_Purchases,Service Recovery Campaign
46075,High,0.9877,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
18685,Medium,0.9807,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
7809,Low,0.6555,Frustrated Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Age,Feedback Request
39895,Medium,0.9693,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
3053,Low,0.7206,Frustrated Customer,Disengaged Customer,Minimal,Customer_Service_Calls,Purchase_Frequency,Email_Open_Rate,Feedback Request
24870,Low,0.994,Price Sensitive Shopper,Dormant Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Sale Notification
25068,High,0.9907,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Flag_Missing,Service Recovery Campaign
44879,High,0.9885,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
48085,High,0.9923,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Service Recovery Campaign
21564,Low,0.9771,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Sale Notification
26721,Medium,0.4082,Dormant Customer,Disengaged Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Automated Re-engagement Email
436,IMP,0.9929,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,LTV_Per_Purchase,Average_Order_Value,Priority Support | Service Recovery Campaign
41799,Medium,0.9522,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Returns_Rate,Customer_Service_Calls,Customer Feedback Survey
18256,Low,0.8164,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Product_Reviews_Written,Sale Notification
41261,IMP,0.9866,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Social_Media_Engagement_Score,Priority Support | Service Recovery Campaign
28514,Medium,0.5315,Disengaged Customer,Price Sensitive Shopper,Low,Purchase_Frequency,Email_Open_Rate,Customer_Service_Calls,Re-engagement Email
25519,High,0.9745,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
31588,Medium,0.707,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Mobile_App_Usage,Promotional Campaign
2052,Medium,0.5611,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Promotional Campaign
33547,Medium,0.6217,Frustrated Customer,Disengaged Customer,Low,Returns_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Customer Feedback Survey
30213,High,0.9828,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
22254,High,0.9871,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
26497,Low,0.9313,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Sale Notification
43106,Low,0.9391,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
8879,Low,0.5521,Frustrated Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Returns_Rate,Customer_Service_Calls,Feedback Request
29510,High,0.947,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Average_Order_Value,LTV_Per_Purchase,Service Recovery Campaign
26081,Low,0.6755,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Age,Days_Since_Last_Purchase,Newsletter
43208,Medium,0.7097,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Login_Frequency,Customer_Service_Calls,Promotional Campaign
44782,Low,0.8324,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Email_Open_Rate,Pages_Per_Session,Newsletter
41533,High,0.9913,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
36136,Low,0.9743,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Returns_Rate,Newsletter
17896,Low,0.9855,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Newsletter
35152,Medium,0.9971,Dormant Customer,Price Sensitive Shopper,Low,Age,Discount_Usage_Rate,Days_Since_Last_Purchase,Automated Re-engagement Email
26563,Medium,0.988,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
44524,Medium,0.6146,Frustrated Customer,Disengaged Customer,Low,Returns_Rate,Days_Since_Last_Purchase,Customer_Service_Calls,Customer Feedback Survey
4909,High,0.9802,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
24410,Low,0.7586,Frustrated Customer,Dormant Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Login_Frequency,Feedback Request
26478,Medium,0.4711,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Wishlist_Items,Promotional Campaign
17568,High,0.9991,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Customer_Service_Calls,Targeted Coupon
25946,Medium,0.9067,Disengaged Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Re-engagement Email
36060,IMP,0.9997,Price Sensitive Shopper,Frustrated Customer,High,Customer_Service_Calls,Cart_Abandonment_Rate,Email_Open_Rate,Loyalty Rewards | Targeted Coupon
30243,High,0.9869,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
34770,Medium,0.9176,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Mobile_App_Usage,Promotional Campaign
12273,High,0.9805,Price Sensitive Shopper,Dormant Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
29672,High,0.9933,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Total_Purchases,Service Recovery Campaign
15727,Low,0.9876,Dormant Customer,Price Sensitive Shopper,Minimal,Age,Discount_Usage_Rate,Customer_Service_Calls,Newsletter Reminder
10864,Low,0.6927,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Wishlist_Items,Sale Notification
49575,Low,0.6169,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Returns_Rate,Sale Notification
46521,Low,0.9356,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Customer_Service_Calls,Sale Notification
39039,Medium,0.6559,Frustrated Customer,Price Sensitive Shopper,Low,Customer_Service_Calls,Returns_Rate,Cart_Abandonment_Rate,Customer Feedback Survey
30908,High,0.9894,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
35894,High,0.9869,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Login_Frequency,Service Recovery Campaign
26943,Low,0.9768,Frustrated Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Returns_Rate,Feedback Request
237,Medium,0.5942,Disengaged Customer,Frustrated Customer,Low,Purchase_Frequency,Returns_Rate,Days_Since_Last_Purchase,Re-engagement Email
40907,Medium,0.9305,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Promotional Campaign
15260,Medium,0.6274,Frustrated Customer,Disengaged Customer,Low,Purchase_Frequency,Customer_Service_Calls,Returns_Rate,Customer Feedback Survey
47843,High,0.9769,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
33759,Low,0.9697,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
46106,IMP,0.9896,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Average_Order_Value,Returns_Rate,Priority Support | Service Recovery Campaign
11865,Medium,0.9475,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
4078,IMP,0.9889,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
16214,Medium,0.9954,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Purchase_Frequency,Promotional Campaign
26119,Low,0.6289,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Email_Open_Rate,Sale Notification
11012,Medium,0.9763,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Promotional Campaign
38773,Medium,0.6719,Frustrated Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Customer Feedback Survey
48740,IMP,0.9876,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Days_Since_Last_Purchase,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
9395,High,0.9887,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
20167,Medium,0.8637,Frustrated Customer,Disengaged Customer,Low,Customer_Service_Calls,Email_Open_Rate,Returns_Rate,Customer Feedback Survey
32299,Low,0.9653,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Age,Sale Notification
7111,Low,0.9907,Disengaged Customer,Frustrated Customer,Minimal,Purchase_Frequency,Returns_Rate,Cart_Abandonment_Rate,Newsletter
18526,Medium,0.9957,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Email_Open_Rate,Promotional Campaign
45444,Low,0.9988,Dormant Customer,Frustrated Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Newsletter Reminder
23195,Medium,0.6831,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Automated Re-engagement Email
29022,Medium,0.9912,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Engagement_Score,Promotional Campaign
49369,Low,0.9917,Price Sensitive Shopper,Disengaged Customer,Minimal,Age,Cart_Abandonment_Rate,Discount_Usage_Rate,Sale Notification
22820,Low,0.7773,Price Sensitive Shopper,Frustrated Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Sale Notification
48618,Medium,0.8944,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Session_Duration_Avg,Engagement_Score,Promotional Campaign
10274,High,0.9845,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
11600,Medium,0.9764,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
2900,Low,0.9723,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Returns_Rate,Sale Notification
19648,High,0.9928,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
22005,Low,0.8241,Frustrated Customer,Disengaged Customer,Minimal,Email_Open_Rate,Customer_Service_Calls,Cart_Abandonment_Rate,Feedback Request
24394,Low,0.932,Frustrated Customer,Disengaged Customer,Minimal,Email_Open_Rate,Customer_Service_Calls,Returns_Rate,Feedback Request
11406,High,0.987,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
2277,Low,0.9993,Dormant Customer,Price Sensitive Shopper,Minimal,Age,Days_Since_Last_Purchase,Discount_Usage_Rate,Newsletter Reminder
4622,Low,0.7025,Frustrated Customer,Price Sensitive Shopper,Minimal,Returns_Rate,Cart_Abandonment_Rate,Customer_Service_Calls,Feedback Request
34873,Medium,0.4183,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Returns_Rate,Wishlist_Items,Promotional Campaign
43854,Low,0.8437,Disengaged Customer,Dormant Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
24089,High,0.9908,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
46503,High,0.9778,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
35563,Medium,0.9631,Dormant Customer,Frustrated Customer,Low,Days_Since_Last_Purchase,Purchase_Frequency,Returns_Rate,Automated Re-engagement Email
4132,Low,0.9611,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Customer_Service_Calls,Feedback Request
46321,Low,0.8398,Frustrated Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Pages_Per_Session,Feedback Request
36660,Low,0.9815,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Email_Open_Rate,Newsletter
23397,VIP,0.9738,Frustrated Customer,Price Sensitive Shopper,Critical,Customer_Service_Calls,Discount_Usage_Rate,Average_Order_Value,Dedicated Customer Success Outreach | Priority Support | Returns Experience Review
14106,IMP,0.9891,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Login_Frequency,Wishlist_Items,Priority Support | Service Recovery Campaign
38356,High,0.9895,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
32438,High,0.9903,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
49953,Low,0.8977,Frustrated Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Customer_Service_Calls,Cart_Abandonment_Rate,Feedback Request
25695,High,0.9839,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
10941,High,0.989,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Discount_Usage_Rate,Login_Frequency,Service Recovery Campaign
31158,Low,0.9837,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Mobile_App_Usage,Newsletter
39031,Low,0.9895,Disengaged Customer,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
11110,Low,0.9698,Dormant Customer,Frustrated Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Newsletter Reminder
32166,High,0.9815,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Flag_Missing,Service Recovery Campaign
14990,Low,0.9675,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Days_Since_Last_Purchase,Newsletter
1731,Low,0.9143,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
22566,Medium,0.9931,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Promotional Campaign
41105,Low,0.9921,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Sale Notification
33930,Low,0.9017,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Session_Duration_Avg,Sale Notification
39119,Low,0.8211,Frustrated Customer,Disengaged Customer,Minimal,Purchase_Frequency,Customer_Service_Calls,Cart_Abandonment_Rate,Feedback Request
37380,Low,0.9829,Dormant Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Email_Open_Rate,Newsletter Reminder
39802,High,0.9848,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
33702,Medium,0.4439,Frustrated Customer,Disengaged Customer,Low,Age,Cart_Abandonment_Rate,Customer_Service_Calls,Customer Feedback Survey
8159,Low,0.6287,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Discount_Usage_Rate,Sale Notification
11123,Low,0.871,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Wishlist_Items,Sale Notification
41270,Low,0.8776,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Email_Open_Rate,Newsletter
47822,Medium,0.9836,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Returns_Rate,Promotional Campaign
4821,Low,0.8962,Disengaged Customer,Frustrated Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Session_Duration_Avg,Newsletter
